ABA,1000000000
ABX,0000100000
ABY,0000100000
ADCA,0111111110
ADCB,0111111110
ADDA,0111111110
ADDB,0111111110
ADDD,0111111110
ANDA,0111111110
ANDB,0111111110
ANDCC,0100000000
ASL,0001111110
ASLA,1000000000
ASLB,1000000000
ASLD,1000000000
ASR,0001111110
ASRA,1000000000
ASRB,1000000000
BCC,0000000001
BCLR,0011111000
